,0,1,2,3,4,5,6,7,8,9,10,11,12
878,280,ENSG00000131467,PSME3,Nucleus,HPA012510,http://images.proteinatlas.org/12510/33425_A_4_1.jpg,Stomach 1,nuclear,0,0,0,1,0
879,281,ENSG00000131467,PSME3,Nucleus,HPA012510,http://images.proteinatlas.org/12510/33425_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
880,282,ENSG00000131467,PSME3,Nucleus,HPA012510,http://images.proteinatlas.org/12510/33425_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
881,283,ENSG00000131467,PSME3,Nucleus,HPA012510,http://images.proteinatlas.org/12510/33425_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
882,284,ENSG00000131467,PSME3,Nucleus,HPA012510,http://images.proteinatlas.org/12510/33425_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
883,285,ENSG00000131467,PSME3,Nucleus,HPA012510,http://images.proteinatlas.org/12510/33425_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
884,388,ENSG00000145332,KLHL8,Nucleus,HPA013856,http://images.proteinatlas.org/13856/32342_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
885,389,ENSG00000145332,KLHL8,Nucleus,HPA013856,http://images.proteinatlas.org/13856/32342_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
886,390,ENSG00000145332,KLHL8,Nucleus,HPA013856,http://images.proteinatlas.org/13856/32342_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
887,391,ENSG00000145332,KLHL8,Nucleus,HPA013856,http://images.proteinatlas.org/13856/32342_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
888,392,ENSG00000145332,KLHL8,Nucleus,HPA013856,http://images.proteinatlas.org/13856/32342_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
889,393,ENSG00000145332,KLHL8,Nucleus,HPA013856,http://images.proteinatlas.org/13856/32342_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
890,394,ENSG00000076053,RBM7,Nucleus,HPA013993,http://images.proteinatlas.org/13993/32136_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
891,395,ENSG00000076053,RBM7,Nucleus,HPA013993,http://images.proteinatlas.org/13993/32136_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
892,396,ENSG00000076053,RBM7,Nucleus,HPA013993,http://images.proteinatlas.org/13993/32136_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
893,397,ENSG00000111432,FZD10,Nucleus,HPA014484,http://images.proteinatlas.org/14484/34140_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
894,398,ENSG00000111432,FZD10,Nucleus,HPA014484,http://images.proteinatlas.org/14484/34140_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
895,399,ENSG00000111432,FZD10,Nucleus,HPA014484,http://images.proteinatlas.org/14484/34140_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
896,443,ENSG00000066422,ZBTB11,Nucleus,HPA015328,http://images.proteinatlas.org/15328/36821_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
897,444,ENSG00000066422,ZBTB11,Nucleus,HPA015328,http://images.proteinatlas.org/15328/36821_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
898,445,ENSG00000066422,ZBTB11,Nucleus,HPA015328,http://images.proteinatlas.org/15328/36821_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
899,462,ENSG00000065526,SPEN,Nucleus,HPA015825,http://images.proteinatlas.org/15825/39443_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
900,463,ENSG00000065526,SPEN,Nucleus,HPA015825,http://images.proteinatlas.org/15825/39443_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
901,464,ENSG00000065526,SPEN,Nucleus,HPA015825,http://images.proteinatlas.org/15825/39443_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
902,465,ENSG00000065526,SPEN,Nucleus,HPA015825,http://images.proteinatlas.org/15825/39443_A_4_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
903,466,ENSG00000065526,SPEN,Nucleus,HPA015825,http://images.proteinatlas.org/15825/39443_A_5_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
904,467,ENSG00000065526,SPEN,Nucleus,HPA015825,http://images.proteinatlas.org/15825/39443_A_6_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
905,577,ENSG00000120733,KDM3B,Nucleus,HPA016610,http://images.proteinatlas.org/16610/37286_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
906,578,ENSG00000120733,KDM3B,Nucleus,HPA016610,http://images.proteinatlas.org/16610/37286_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
907,579,ENSG00000120733,KDM3B,Nucleus,HPA016610,http://images.proteinatlas.org/16610/37286_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
908,591,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
909,592,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
910,593,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
911,594,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_4_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
912,595,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_5_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
913,596,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_6_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
914,597,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
915,598,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
916,599,ENSG00000165512,ZNF22,Nucleus,HPA016736,http://images.proteinatlas.org/16736/38090_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
917,600,ENSG00000163104,SMARCAD1,Nucleus,HPA016737,http://images.proteinatlas.org/16737/39415_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
918,601,ENSG00000163104,SMARCAD1,Nucleus,HPA016737,http://images.proteinatlas.org/16737/39415_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
919,602,ENSG00000163104,SMARCAD1,Nucleus,HPA016737,http://images.proteinatlas.org/16737/39415_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
920,614,ENSG00000126945,HNRNPH2,Nucleus,HPA016884,http://images.proteinatlas.org/16884/37354_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
921,615,ENSG00000126945,HNRNPH2,Nucleus,HPA016884,http://images.proteinatlas.org/16884/37354_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
922,616,ENSG00000126945,HNRNPH2,Nucleus,HPA016884,http://images.proteinatlas.org/16884/37354_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
923,629,ENSG00000010244,ZNF207,Nucleus,HPA017013,http://images.proteinatlas.org/17013/38742_A_4_1.jpg,Stomach 1,nuclear,0,0,0,1,0
924,630,ENSG00000010244,ZNF207,Nucleus,HPA017013,http://images.proteinatlas.org/17013/38742_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
925,631,ENSG00000010244,ZNF207,Nucleus,HPA017013,http://images.proteinatlas.org/17013/38742_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
926,632,ENSG00000010244,ZNF207,Nucleus,HPA017013,http://images.proteinatlas.org/17013/38742_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
927,633,ENSG00000010244,ZNF207,Nucleus,HPA017013,http://images.proteinatlas.org/17013/38742_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
928,634,ENSG00000010244,ZNF207,Nucleus,HPA017013,http://images.proteinatlas.org/17013/38742_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
929,635,ENSG00000143614,GATAD2B,Nucleus,HPA017015,http://images.proteinatlas.org/17015/38526_A_4_1.jpg,Stomach 1,nuclear,0,0,0,1,0
930,636,ENSG00000143614,GATAD2B,Nucleus,HPA017015,http://images.proteinatlas.org/17015/38526_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
931,637,ENSG00000143614,GATAD2B,Nucleus,HPA017015,http://images.proteinatlas.org/17015/38526_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
932,677,ENSG00000003756,RBM5,Nucleus,HPA017335,http://images.proteinatlas.org/17335/40749_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
933,678,ENSG00000003756,RBM5,Nucleus,HPA017335,http://images.proteinatlas.org/17335/40749_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
934,679,ENSG00000003756,RBM5,Nucleus,HPA017335,http://images.proteinatlas.org/17335/40749_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
935,718,ENSG00000145332,KLHL8,Nucleus,HPA017762,http://images.proteinatlas.org/17762/40470_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,1,0
936,719,ENSG00000145332,KLHL8,Nucleus,HPA017762,http://images.proteinatlas.org/17762/40470_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,1,0
937,720,ENSG00000145332,KLHL8,Nucleus,HPA017762,http://images.proteinatlas.org/17762/40470_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,1,0
938,739,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
939,740,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
940,741,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
941,742,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_4_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
942,743,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_5_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
943,744,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_6_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
944,745,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
945,746,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
946,747,ENSG00000003756,RBM5,Nucleus,HPA018011,http://images.proteinatlas.org/18011/40757_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
947,775,ENSG00000156304,SCAF4,Nucleus,HPA018319,http://images.proteinatlas.org/18319/43404_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
948,776,ENSG00000156304,SCAF4,Nucleus,HPA018319,http://images.proteinatlas.org/18319/43404_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
949,777,ENSG00000156304,SCAF4,Nucleus,HPA018319,http://images.proteinatlas.org/18319/43404_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
950,778,ENSG00000159256,MORC3,Nucleus,HPA018406,http://images.proteinatlas.org/18406/42325_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
951,779,ENSG00000159256,MORC3,Nucleus,HPA018406,http://images.proteinatlas.org/18406/42325_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
952,780,ENSG00000159256,MORC3,Nucleus,HPA018406,http://images.proteinatlas.org/18406/42325_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
953,781,ENSG00000159256,MORC3,Nucleus,HPA018406,http://images.proteinatlas.org/18406/42325_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
954,782,ENSG00000159256,MORC3,Nucleus,HPA018406,http://images.proteinatlas.org/18406/42325_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
955,783,ENSG00000159256,MORC3,Nucleus,HPA018406,http://images.proteinatlas.org/18406/42325_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,1,0
956,784,ENSG00000055044,NOP58,Nucleus,HPA018472,http://images.proteinatlas.org/18472/43594_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
957,785,ENSG00000055044,NOP58,Nucleus,HPA018472,http://images.proteinatlas.org/18472/43594_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
958,786,ENSG00000055044,NOP58,Nucleus,HPA018472,http://images.proteinatlas.org/18472/43594_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
959,787,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
960,788,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
961,789,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
962,790,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_4_1.jpg,Stomach 1,nuclear,0,0,0,1,0
963,791,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
964,792,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
965,793,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
966,794,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
967,795,ENSG00000108848,LUC7L3,Nucleus,HPA018475,http://images.proteinatlas.org/18475/44113_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
968,804,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
969,805,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
970,806,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
971,807,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_4_1.jpg,Stomach 1,nuclear,0,0,0,1,0
972,808,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
973,809,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
974,810,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
975,811,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
976,812,ENSG00000108848,LUC7L3,Nucleus,HPA018484,http://images.proteinatlas.org/18484/44623_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
977,829,ENSG00000156304,SCAF4,Nucleus,HPA018668,http://images.proteinatlas.org/18668/43408_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
978,830,ENSG00000156304,SCAF4,Nucleus,HPA018668,http://images.proteinatlas.org/18668/43408_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
979,831,ENSG00000156304,SCAF4,Nucleus,HPA018668,http://images.proteinatlas.org/18668/43408_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
980,929,ENSG00000198900,TOP1,Nucleus,HPA019039,http://images.proteinatlas.org/19039/43952_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
981,930,ENSG00000198900,TOP1,Nucleus,HPA019039,http://images.proteinatlas.org/19039/43952_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
982,931,ENSG00000198900,TOP1,Nucleus,HPA019039,http://images.proteinatlas.org/19039/43952_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
983,932,ENSG00000198900,TOP1,Nucleus,HPA019039,http://images.proteinatlas.org/19039/43952_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
984,933,ENSG00000198900,TOP1,Nucleus,HPA019039,http://images.proteinatlas.org/19039/43952_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
985,934,ENSG00000198900,TOP1,Nucleus,HPA019039,http://images.proteinatlas.org/19039/43952_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
986,935,ENSG00000198900,TOP1,Nucleus,HPA019039,http://images.proteinatlas.org/19039/43952_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
987,936,ENSG00000198900,TOP1,Nucleus,HPA019039,http://images.proteinatlas.org/19039/43952_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
988,946,ENSG00000118260,CREB1,Nucleus,HPA019150,http://images.proteinatlas.org/19150/44743_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
989,947,ENSG00000118260,CREB1,Nucleus,HPA019150,http://images.proteinatlas.org/19150/44743_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
990,948,ENSG00000118260,CREB1,Nucleus,HPA019150,http://images.proteinatlas.org/19150/44743_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
991,949,ENSG00000095380,NANS,Nucleus,HPA019223,http://images.proteinatlas.org/19223/44047_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
992,950,ENSG00000095380,NANS,Nucleus,HPA019223,http://images.proteinatlas.org/19223/44047_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
993,951,ENSG00000095380,NANS,Nucleus,HPA019223,http://images.proteinatlas.org/19223/44047_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
994,1020,ENSG00000047410,TPR,Nucleus,HPA019661,http://images.proteinatlas.org/19661/44605_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
995,1021,ENSG00000047410,TPR,Nucleus,HPA019661,http://images.proteinatlas.org/19661/44605_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
996,1022,ENSG00000047410,TPR,Nucleus,HPA019661,http://images.proteinatlas.org/19661/44605_A_4_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
997,1023,ENSG00000047410,TPR,Nucleus,HPA019661,http://images.proteinatlas.org/19661/44605_A_6_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
998,1024,ENSG00000047410,TPR,Nucleus,HPA019661,http://images.proteinatlas.org/19661/44605_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
999,1025,ENSG00000047410,TPR,Nucleus,HPA019661,http://images.proteinatlas.org/19661/44605_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1000,1026,ENSG00000047410,TPR,Nucleus,HPA019661,http://images.proteinatlas.org/19661/44605_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1001,1027,ENSG00000164985,PSIP1,Nucleus,HPA019697,http://images.proteinatlas.org/19697/46212_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1002,1028,ENSG00000164985,PSIP1,Nucleus,HPA019697,http://images.proteinatlas.org/19697/46212_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1003,1029,ENSG00000164985,PSIP1,Nucleus,HPA019697,http://images.proteinatlas.org/19697/46212_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1004,1030,ENSG00000164985,PSIP1,Nucleus,HPA019697,http://images.proteinatlas.org/19697/46212_A_4_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1005,1031,ENSG00000164985,PSIP1,Nucleus,HPA019697,http://images.proteinatlas.org/19697/46212_A_5_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1006,1032,ENSG00000164985,PSIP1,Nucleus,HPA019697,http://images.proteinatlas.org/19697/46212_A_6_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1007,1069,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
1008,1070,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
1009,1071,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
1010,1072,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_4_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1011,1073,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_5_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1012,1074,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_6_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1013,1075,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1014,1076,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1015,1077,ENSG00000183684,ALYREF,Nucleus,HPA019799,http://images.proteinatlas.org/19799/46087_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1016,1086,ENSG00000162775,RBM15,Nucleus,HPA019824,http://images.proteinatlas.org/19824/46384_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1017,1087,ENSG00000162775,RBM15,Nucleus,HPA019824,http://images.proteinatlas.org/19824/46384_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1018,1088,ENSG00000162775,RBM15,Nucleus,HPA019824,http://images.proteinatlas.org/19824/46384_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1019,1098,ENSG00000158941,CCAR2,Nucleus,HPA019943,http://images.proteinatlas.org/19943/46592_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
1020,1099,ENSG00000158941,CCAR2,Nucleus,HPA019943,http://images.proteinatlas.org/19943/46592_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
1021,1100,ENSG00000158941,CCAR2,Nucleus,HPA019943,http://images.proteinatlas.org/19943/46592_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
1022,1101,ENSG00000158941,CCAR2,Nucleus,HPA019943,http://images.proteinatlas.org/19943/46592_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
1023,1102,ENSG00000158941,CCAR2,Nucleus,HPA019943,http://images.proteinatlas.org/19943/46592_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
1024,1103,ENSG00000158941,CCAR2,Nucleus,HPA019943,http://images.proteinatlas.org/19943/46592_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
1025,1104,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1026,1105,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1027,1106,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1028,1107,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_4_1.jpg,Stomach 1,nuclear,0,0,0,1,0
1029,1108,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
1030,1109,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
1031,1110,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1032,1111,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1033,1112,ENSG00000108848,LUC7L3,Nucleus,HPA020017,http://images.proteinatlas.org/20017/45835_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
1034,1113,ENSG00000164754,RAD21,Nucleus,HPA020044,http://images.proteinatlas.org/20044/46709_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
